ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,Known 1,Known 2,ProceedingsType,Crimes in pre,DV in Pre
12202,No,M,Afro-Caribbean,17,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
12376,No,M,Afro-Caribbean,20,S,Boy/Girlfriend,Current,Charge/further charge,2,0
12567,No,M,Afro-Caribbean,21,S,Boy/Girlfriend,Ex,Second time charged,1,0
12222,No,M,Afro-Caribbean,22,M,Boy/Girlfriend,Current,Second time charged,1,0
12480,Yes,M,Arab,23,S,Boy/Girlfriend,Current,Charge/further charge,2,0
8897,No,M,Asian,35,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8897,No,M,Asian,37,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1364,No,M,Asian,20,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11774,No,M,Asian,25,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
5447,No,M,Asian,31,M,Partner/Spouse,Current,Charge/further charge,0,0
8147,No,M,Asian,31,S,Boy/Girlfriend,Current,Adult caution,0,0
11756,No,F,Asian,31,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9180,No,M,Asian,32,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12259,No,F,Asian,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11853,No,M,Asian,14,Unknown,Boy/Girlfriend,Ex,Charge/further charge,0,0
7369,No,M,Asian,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8285,No,M,Asian,40,M,Partner/Spouse,Current,Charge/further charge,0,0
11377,No,M,Asian,21,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11937,No,F,Asian,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
337,No,M,Asian,24,H,Boy/Girlfriend,Ex,Charge/further charge,1,1
12637,No,F,Asian,33,S,Partner/Spouse,Ex,First time charged,0,0
11197,No,F,Asian,36,M,Partner/Spouse,Current,Adult caution,0,0
5588,No,M,Asian,37,M,Partner/Spouse,Current,Charge/further charge,2,2
5588,No,M,Asian,42,S,Boy/Girlfriend,Current,Charge/further charge,2,2
11862,No,M,Asian,43,M,Partner/Spouse,Current,Charge/further charge,0,0
10957,No,M,Asian,54,S,Partner/Spouse,Current,Charge/further charge,0,0
129,No,M,Asian,12,Unknown,Boy/Girlfriend,Current,Youth Conditional Caution,0,0
12319,No,M,Asian,15,Unknown,Boy/Girlfriend,Ex,First time charged,1,0
6418,No,F,Asian,16,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12253,No,M,Asian,16,S,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
11901,No,F,Asian,17,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
12146,Yes,M,Asian,17,Unknown,Boy/Girlfriend,Current,First time charged,0,0
4951,No,M,Asian,18,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12109,No,F,Asian,19,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11532,No,M,Asian,19,Unknown,Boy/Girlfriend,Ex,Summons,0,0
736,Yes,M,Asian,20,H,Boy/Girlfriend,Current,Charge/further charge,0,0
4487,No,M,Asian,20,M,Partner/Spouse,Ex,Charge/further charge,0,0
4487,No,M,Asian,20,M,Partner/Spouse,Ex,Charge/further charge,0,0
5860,No,M,Asian,20,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9064,No,M,Asian,20,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12033,No,M,Asian,20,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11734,No,M,Asian,20,S,Partner/Spouse,Current,Charge/further charge,0,0
12453,No,M,Asian,21,M,Boy/Girlfriend,Current,Charge/further charge,0,0
356,No,M,Asian,21,H,Boy/Girlfriend,Current,Charge/further charge,6,0
356,No,M,Asian,21,H,Boy/Girlfriend,Current,Charge/further charge,6,0
7771,No,M,Asian,21,S,Boy/Girlfriend,Current,Adult caution,0,0
7806,Yes,F,Asian,21,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8224,No,F,Asian,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8507,No,F,Asian,21,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9071,No,F,Asian,21,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11252,No,M,Asian,21,S,Partner/Spouse,Current,Charge/further charge,0,0
12449,No,M,Asian,22,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12529,No,F,Asian,22,M,Partner/Spouse,Current,First time charged,0,0
11595,No,M,Asian,22,S,Partner/Spouse,Current,Charge/further charge,0,0
8204,No,M,Asian,22,S,Partner/Spouse,Current,Adult caution,1,0
2736,No,M,Asian,23,M,Partner/Spouse,Current,Charge/further charge,0,0
4157,No,M,Asian,23,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
342,No,M,Asian,23,M,Boy/Girlfriend,Current,Charge/further charge,1,0
12226,No,M,Asian,23,M,Boy/Girlfriend,Ex,Third and subsequent time charged,1,0
5213,No,M,Asian,23,M,Boy/Girlfriend,Current,Charge/further charge,1,1
2684,No,M,Asian,23,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9825,No,F,Asian,23,S,Partner/Spouse,Current,Charge/further charge,0,0
11136,No,M,Asian,23,S,Partner/Spouse,Current,Charge/further charge,0,0
12264,No,M,Asian,23,S,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
5645,No,F,Asian,24,M,Boy/Girlfriend,Current,Adult caution,0,0
6520,No,M,Asian,24,M,Partner/Spouse,Current,Charge/further charge,0,0
11468,No,M,Asian,24,M,Partner/Spouse,Current,Charge/further charge,0,0
5458,No,M,Asian,24,M,Boy/Girlfriend,Current,Charge/further charge,2,1
11139,No,F,Asian,24,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11873,No,F,Asian,24,S,Boy/Girlfriend,Current,Charge/further charge,0,0
335,No,M,Asian,24,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
10789,No,M,Asian,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11268,No,M,Asian,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12071,No,F,Asian,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
2286,Yes,M,Asian,25,H,Boy/Girlfriend,Ex,Charge/further charge,4,2
2286,Yes,M,Asian,25,H,Boy/Girlfriend,Ex,Charge/further charge,4,2
4146,No,F,Asian,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7148,No,M,Asian,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12140,No,M,Asian,25,S,Partner/Spouse,Current,First time charged,0,0
12140,No,M,Asian,25,S,Partner/Spouse,Current,First time charged,0,0
5119,No,M,Asian,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6898,No,M,Asian,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
7226,No,M,Asian,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
9829,No,M,Asian,26,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11251,No,M,Asian,26,M,Partner/Spouse,Current,Charge/further charge,0,0
12533,No,M,Asian,26,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6244,No,M,Asian,26,H,Boy/Girlfriend,Current,Charge/further charge,1,0
2615,No,M,Asian,26,Unknown,Boy/Girlfriend,Current,Charge/further charge,0,0
4722,No,M,Asian,26,S,Partner/Spouse,Current,Charge/further charge,0,0
6157,No,M,Asian,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8197,No,M,Asian,26,S,Partner/Spouse,Current,Charge/further charge,0,0
12010,No,M,Asian,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12229,No,M,Asian,26,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
9997,No,M,Asian,26,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
1630,No,M,Asian,27,M,Partner/Spouse,Current,Charge/further charge,0,0
4129,No,M,Asian,27,M,Partner/Spouse,Current,Charge/further charge,0,0
11724,No,M,Asian,27,M,Boy/Girlfriend,Ex,Summons,0,0
1237,No,M,Asian,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
2542,No,F,Asian,27,S,Partner/Spouse,Current,Charge/further charge,0,0
4140,No,M,Asian,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5418,No,M,Asian,27,S,Partner/Spouse,Ex,Adult caution,0,0
5841,No,F,Asian,28,M,Partner/Spouse,Current,Charge/further charge,0,0
7823,Yes,M,Asian,28,H,Partner/Spouse,Current,Charge/further charge,0,0
9422,Yes,M,Asian,28,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11494,No,M,Asian,28,M,Boy/Girlfriend,Current,Charge/further charge,0,0
2215,No,M,Asian,28,M,Partner/Spouse,Ex,Charge/further charge,1,1
6460,Yes,M,Asian,28,S,Partner/Spouse,Current,Charge/further charge,0,0
6460,No,M,Asian,28,S,Partner/Spouse,Current,Charge/further charge,0,0
7468,No,F,Asian,28,S,Partner/Spouse,Current,Charge/further charge,0,0
11250,No,F,Asian,28,S,Partner/Spouse,Current,Charge/further charge,0,0
12054,Yes,M,Asian,28,S,Partner/Spouse,Current,Charge/further charge,0,0
4262,No,M,Asian,28,S,Boy/Girlfriend,Current,Charge/further charge,1,0
6909,No,M,Asian,29,M,Boy/Girlfriend,Ex,Second time charged,0,0
10950,No,M,Asian,29,H,Partner/Spouse,Current,Charge/further charge,0,0
12519,No,M,Asian,29,M,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
10040,No,M,Asian,29,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10708,No,F,Asian,29,S,Partner/Spouse,Current,Charge/further charge,0,0
11593,No,M,Asian,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12446,No,M,Asian,29,S,Partner/Spouse,Current,Charge/further charge,0,0
5955,No,M,Asian,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
7801,No,M,Asian,30,M,Partner/Spouse,Current,Charge/further charge,0,0
12444,No,F,Asian,30,M,Partner/Spouse,Current,Charge/further charge,0,0
3493,No,M,Asian,30,H,Boy/Girlfriend,Current,Charge/further charge,1,0
2024,No,M,Asian,30,S,Boy/Girlfriend,Ex,Postal Charge Requisition,0,0
4447,No,F,Asian,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5913,No,M,Asian,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9450,No,F,Asian,30,S,Partner/Spouse,Current,Charge/further charge,0,0
11162,No,M,Asian,30,S,Partner/Spouse,Ex,Charge/further charge,0,0
11406,No,F,Asian,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11902,No,M,Asian,30,S,Partner/Spouse,Ex,Charge/further charge,0,0
706,No,M,Asian,31,M,Partner/Spouse,Current,Charge/further charge,0,0
2547,No,M,Asian,31,M,Partner/Spouse,Current,Charge/further charge,0,0
5104,No,M,Asian,31,S,Partner/Spouse,Current,Charge/further charge,0,0
6286,No,M,Asian,31,S,Partner/Spouse,Current,Charge/further charge,0,0
9723,No,M,Asian,31,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9723,No,M,Asian,31,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11717,Yes,M,Asian,31,S,Partner/Spouse,Current,Charge/further charge,0,0
1446,Yes,M,Asian,32,H,Partner/Spouse,Current,Charge/further charge,0,0
2346,No,F,Asian,32,M,Partner/Spouse,Current,Charge/further charge,0,0
3133,No,M,Asian,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5122,No,M,Asian,32,M,Partner/Spouse,Current,Charge/further charge,0,0
6276,No,F,Asian,32,M,Partner/Spouse,Current,Adult caution,0,0
11161,No,M,Asian,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11190,No,M,Asian,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12451,No,M,Asian,32,M,Partner/Spouse,Current,Charge/further charge,0,0
12451,No,M,Asian,32,M,Partner/Spouse,Current,Charge/further charge,0,0
2428,No,M,Asian,32,S,Partner/Spouse,Current,Charge/further charge,0,0
4520,No,M,Asian,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5326,No,M,Asian,33,H,Boy/Girlfriend,Current,Charge/further charge,0,0
7448,No,M,Asian,33,M,Partner/Spouse,Current,Charge/further charge,0,0
11615,No,M,Asian,33,M,Partner/Spouse,Current,Charge/further charge,0,0
11662,No,M,Asian,33,M,Partner/Spouse,Current,Charge/further charge,0,0
12250,Yes,M,Asian,33,H,Partner/Spouse,Current,Third and subsequent time charged,0,0
4639,No,M,Asian,33,H,Boy/Girlfriend,Ex,Charge/further charge,1,1
6274,No,M,Asian,33,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6557,No,F,Asian,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11562,No,M,Asian,33,S,Partner/Spouse,Current,Charge/further charge,0,0
11915,No,M,Asian,33,S,Partner/Spouse,Current,Charge/further charge,0,0
12467,No,M,Asian,33,S,Partner/Spouse,Current,First time charged,0,0
3433,No,M,Asian,34,M,Partner/Spouse,Current,Charge/further charge,0,0
9833,No,M,Asian,34,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10952,Yes,M,Asian,34,H,Partner/Spouse,Current,Charge/further charge,0,0
12194,Yes,F,Asian,34,H,Boy/Girlfriend,Current,Charge/further charge,1,0
5982,No,M,Asian,34,H,Partner/Spouse,Current,Charge/further charge,1,1
4544,Yes,M,Asian,34,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8943,No,M,Asian,34,S,Partner/Spouse,Current,Adult caution,0,0
10971,Yes,M,Asian,34,S,Partner/Spouse,Current,Charge/further charge,0,0
11272,Yes,M,Asian,34,S,Partner/Spouse,Current,Charge/further charge,0,0
11477,No,M,Asian,34,S,Partner/Spouse,Current,Charge/further charge,0,0
10045,Yes,M,Asian,34,S,Partner/Spouse,Current,Charge/further charge,1,1
7538,No,M,Asian,35,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10713,No,M,Asian,35,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11909,No,M,Asian,35,M,Partner/Spouse,Current,Charge/further charge,0,0
1437,No,M,Asian,35,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
824,No,M,Asian,35,M,Boy/Girlfriend,Current,Charge/further charge,1,1
12528,No,M,Asian,35,M,Boy/Girlfriend,Current,Third and subsequent time charged,1,1
1458,No,M,Asian,35,S,Partner/Spouse,Current,Charge/further charge,0,0
3596,No,M,Asian,35,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7463,No,F,Asian,35,S,Partner/Spouse,Current,Adult caution,0,0
9981,No,F,Asian,35,S,Partner/Spouse,Current,Adult caution,0,0
8918,No,M,Asian,36,M,Partner/Spouse,Current,Charge/further charge,0,0
11414,No,M,Asian,36,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
37,No,M,Asian,36,S,Boy/Girlfriend,Current,Charge/further charge,0,0
2698,No,M,Asian,36,S,Partner/Spouse,Current,Adult caution,0,0
4124,No,M,Asian,36,S,Partner/Spouse,Current,Charge/further charge,0,0
9983,No,M,Asian,36,S,Partner/Spouse,Current,Charge/further charge,0,0
11178,No,M,Asian,36,S,Partner/Spouse,Current,Charge/further charge,0,0
7097,No,M,Asian,37,M,Partner/Spouse,Current,Charge/further charge,0,0
9045,No,M,Asian,37,M,Partner/Spouse,Current,First time charged,0,0
4315,No,M,Asian,37,M,Partner/Spouse,Current,Charge/further charge,1,1
4699,No,M,Asian,37,S,Partner/Spouse,Current,Charge/further charge,0,0
9409,No,M,Asian,37,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9737,No,M,Asian,37,S,Partner/Spouse,Current,Charge/further charge,0,0
11177,No,F,Asian,37,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12038,No,M,Asian,37,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12178,No,M,Asian,37,S,Partner/Spouse,Current,First time charged,0,0
12476,No,F,Asian,37,Unknown,Boy/Girlfriend,Ex,Second time charged,0,0
7007,No,M,Asian,37,S,Partner/Spouse,Current,Charge/further charge,1,0
11275,No,M,Asian,37,S,Partner/Spouse,Current,Charge/further charge,1,0
8159,Yes,M,Asian,37,S,Boy/Girlfriend,Current,Charge/further charge,2,0
1097,No,F,Asian,38,H,Partner/Spouse,Current,Charge/further charge,0,0
7887,No,M,Asian,38,M,Partner/Spouse,Current,Charge/further charge,0,0
12468,No,M,Asian,38,M,Partner/Spouse,Current,Third and subsequent time charged,1,0
9877,No,M,Asian,38,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1440,No,M,Asian,39,H,Partner/Spouse,Current,Charge/further charge,0,0
12464,No,M,Asian,39,M,Partner/Spouse,Current,First time charged,0,0
12153,No,M,Asian,39,H,Boy/Girlfriend,Current,First time charged,3,0
3617,Yes,M,Asian,39,H,Boy/Girlfriend,Ex,Charge/further charge,4,2
439,No,M,Asian,39,S,Boy/Girlfriend,Ex,Postal Charge Requisition,0,0
5114,No,M,Asian,39,S,Partner/Spouse,Ex,Charge/further charge,0,0
11584,No,M,Asian,39,S,Partner/Spouse,Current,Charge/further charge,0,0
11894,No,M,Asian,39,S,Partner/Spouse,Current,Adult caution,0,0
12251,No,M,Asian,39,S,Partner/Spouse,Ex,Third and subsequent time charged,0,0
101,No,M,Asian,39,S,Partner/Spouse,Current,Charge/further charge,2,1
3617,No,M,Asian,39,S,Boy/Girlfriend,Current,Charge/further charge,4,2
2874,No,M,Asian,40,H,Partner/Spouse,Current,Charge/further charge,0,0
9689,No,F,Asian,40,M,Partner/Spouse,Current,Charge/further charge,0,0
11557,No,M,Asian,40,M,Partner/Spouse,Current,Charge/further charge,0,0
11924,No,M,Asian,40,H,Partner/Spouse,Current,Charge/further charge,0,0
7880,No,M,Asian,40,S,Partner/Spouse,Current,Charge/further charge,0,0
9701,Yes,M,Asian,40,S,Partner/Spouse,Current,Charge/further charge,0,0
10959,No,M,Asian,40,S,Partner/Spouse,Current,Charge/further charge,0,0
11564,No,M,Asian,40,S,Partner/Spouse,Current,Charge/further charge,0,0
117,No,M,Asian,41,H,Partner/Spouse,Current,Charge/further charge,0,0
117,No,M,Asian,41,H,Partner/Spouse,Current,Charge/further charge,0,0
5151,No,M,Asian,41,M,Partner/Spouse,Current,Charge/further charge,0,0
5151,No,M,Asian,41,M,Partner/Spouse,Current,Charge/further charge,0,0
8919,Yes,M,Asian,41,H,Partner/Spouse,Current,Charge/further charge,0,0
11922,No,F,Asian,41,M,Partner/Spouse,Current,Charge/further charge,0,0
5257,No,M,Asian,41,S,Partner/Spouse,Current,Charge/further charge,0,0
11563,No,M,Asian,41,Unknown,Boy/Girlfriend,Ex,Charge/further charge,0,0
312,No,M,Asian,42,M,Partner/Spouse,Ex,Charge/further charge,0,0
5842,No,M,Asian,42,M,Partner/Spouse,Current,Charge/further charge,0,0
11916,No,M,Asian,42,M,Partner/Spouse,Current,Charge/further charge,0,0
3451,No,M,Asian,42,S,Partner/Spouse,Current,Charge/further charge,0,0
6225,No,M,Asian,42,S,Boy/Girlfriend,Current,Adult caution,0,0
11721,No,M,Asian,42,S,Partner/Spouse,Current,Charge/further charge,0,0
12151,No,M,Asian,42,S,Partner/Spouse,Current,First time charged,0,0
1412,No,M,Asian,43,H,Partner/Spouse,Current,Charge/further charge,0,0
7748,No,M,Asian,43,M,Partner/Spouse,Current,Charge/further charge,0,0
1005,No,M,Asian,43,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
4242,No,M,Asian,43,S,Partner/Spouse,Current,Charge/further charge,0,0
5581,Yes,F,Asian,43,S,Partner/Spouse,Current,Charge/further charge,0,0
10260,No,M,Asian,43,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10299,No,M,Asian,43,S,Partner/Spouse,Current,Charge/further charge,0,0
11959,No,M,Asian,43,S,Partner/Spouse,Current,Charge/further charge,1,1
2100,No,M,Asian,44,H,Partner/Spouse,Current,Charge/further charge,0,0
7794,No,M,Asian,44,H,Partner/Spouse,Current,Charge/further charge,0,0
9049,No,M,Asian,44,H,Partner/Spouse,Current,Charge/further charge,1,0
659,No,M,Asian,44,S,Partner/Spouse,Ex,Charge/further charge,0,0
3571,No,M,Asian,44,S,Partner/Spouse,Current,Charge/further charge,0,0
3635,No,M,Asian,44,S,Partner/Spouse,Current,Charge/further charge,0,0
4426,No,F,Asian,44,S,Partner/Spouse,Current,Charge/further charge,0,0
11273,No,M,Asian,44,S,Partner/Spouse,Current,Charge/further charge,0,0
11657,Yes,M,Asian,45,H,Partner/Spouse,Current,Charge/further charge,0,0
7200,No,M,Asian,45,S,Partner/Spouse,Current,Charge/further charge,0,0
11472,No,M,Asian,45,S,Partner/Spouse,Current,Charge/further charge,0,0
375,Yes,M,Asian,46,H,Partner/Spouse,Current,Charge/further charge,0,0
9677,No,M,Asian,46,M,Partner/Spouse,Current,Charge/further charge,0,0
9697,No,M,Asian,46,H,Partner/Spouse,Current,Charge/further charge,0,0
8209,No,M,Asian,47,M,Boy/Girlfriend,Current,Charge/further charge,0,0
1452,No,M,Asian,47,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6289,No,M,Asian,47,S,Partner/Spouse,Current,Charge/further charge,0,0
4107,No,M,Asian,48,M,Partner/Spouse,Current,Charge/further charge,0,0
4107,No,M,Asian,48,M,Partner/Spouse,Current,Charge/further charge,0,0
1007,No,M,Asian,48,H,Boy/Girlfriend,Ex,Charge/further charge,2,0
9780,No,M,Asian,48,S,Partner/Spouse,Current,Charge/further charge,0,0
11095,No,M,Asian,49,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10430,Yes,M,Asian,49,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1412,Yes,M,Asian,50,S,Partner/Spouse,Ex,Charge/further charge,0,0
11164,No,M,Asian,50,S,Partner/Spouse,Current,Charge/further charge,0,0
11210,No,M,Asian,50,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
3454,No,M,Asian,51,S,Partner/Spouse,Current,Charge/further charge,0,0
7372,No,M,Asian,51,S,Partner/Spouse,Ex,Adult caution,0,0
10017,No,M,Asian,51,S,Partner/Spouse,Current,Charge/further charge,0,0
11675,No,F,Asian,52,M,Partner/Spouse,Current,Charge/further charge,0,0
11914,Yes,M,Asian,52,S,Partner/Spouse,Current,Charge/further charge,0,0
7052,No,M,Asian,53,M,Partner/Spouse,Current,Charge/further charge,0,0
3430,No,M,Asian,53,S,Partner/Spouse,Current,Charge/further charge,0,0
7831,No,M,Asian,53,S,Partner/Spouse,Current,Charge/further charge,0,0
2315,No,M,Asian,54,M,Partner/Spouse,Current,Postal Charge Requisition,0,0
11246,No,M,Asian,55,M,Partner/Spouse,Current,Charge/further charge,0,0
10781,No,M,Asian,55,S,Partner/Spouse,Current,Charge/further charge,1,0
12139,No,M,Asian,56,M,Partner/Spouse,Current,First time charged,0,0
1755,No,M,Asian,56,S,Partner/Spouse,Current,Charge/further charge,0,0
11878,No,M,Asian,57,S,Partner/Spouse,Current,Charge/further charge,0,0
1430,Yes,M,Asian,58,S,Partner/Spouse,Current,Charge/further charge,0,0
10964,No,M,Asian,58,S,Partner/Spouse,Current,Charge/further charge,0,0
11921,No,M,Asian,59,S,Partner/Spouse,Current,Charge/further charge,1,0
12243,No,M,Asian,60,S,Partner/Spouse,Ex,Charge/further charge,0,0
1173,No,M,Asian,64,S,Partner/Spouse,Current,Charge/further charge,1,0
11912,Yes,M,Asian,65,H,Partner/Spouse,Current,Charge/further charge,0,0
2326,Yes,M,Asian,66,S,Partner/Spouse,Current,Charge/further charge,0,0
998,No,M,Asian,67,S,Partner/Spouse,Current,Charge/further charge,0,0
1211,Yes,F,Asian,73,H,Partner/Spouse,Current,Charge/further charge,0,0
11466,No,M,Asian,84,S,Partner/Spouse,Current,Charge/further charge,0,0
11883,No,M,Asian,18,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
8255,No,F,Asian,18,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12056,No,F,Asian,22,S,Boy/Girlfriend,Current,Charge/further charge,0,0
2621,No,F,Asian,23,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11619,No,M,Asian,24,M,Boy/Girlfriend,Current,Charge/further charge,2,0
12677,No,F,Asian,24,S,Partner/Spouse,Current,First time charged,0,0
33,No,F,Asian,29,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11911,No,F,Asian,39,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11926,No,M,Asian,46,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
12642,No,M,Asian,47,H,Partner/Spouse,Current,Third and subsequent time charged,0,0
3954,No,M,Asian,27,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
7583,No,M,Asian,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5291,No,M,Asian,32,M,Partner/Spouse,Current,Charge/further charge,0,0
11422,No,M,Asian,42,M,Partner/Spouse,Current,Charge/further charge,0,0
730,No,M,Asian,44,S,Partner/Spouse,Current,Charge/further charge,0,0
1798,No,M,Black,24,Unknown,Boy/Girlfriend,Current,Charge/further charge,1,0
10,No,M,Black,39,H,Boy/Girlfriend,Current,Charge/further charge,0,0
4490,No,M,Black,42,S,Partner/Spouse,Current,Charge/further charge,0,0
10209,No,M,Black,21,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11360,No,M,Black,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
2425,No,M,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
7242,No,F,Black,29,M,Boy/Girlfriend,Current,Summons,0,0
3797,No,M,Black,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
3797,No,M,Black,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11204,No,M,Black,35,S,Partner/Spouse,Current,Charge/further charge,0,0
12330,No,M,Black,38,H,Boy/Girlfriend,Ex,Third and subsequent time charged,1,0
11719,No,F,Black,38,S,Boy/Girlfriend,Current,Adult caution,0,0
1772,No,F,Black,42,H,Partner/Spouse,Current,Charge/further charge,1,1
1476,No,M,Black,43,H,Boy/Girlfriend,Current,Charge/further charge,0,0
280,Yes,M,Black,48,H,Boy/Girlfriend,Current,Charge/further charge,0,0
5936,No,M,Black,18,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12425,No,M,Black,23,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
11109,No,M,Black,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11109,No,M,Black,27,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5668,No,F,Black,28,S,Boy/Girlfriend,Current,Adult caution,0,0
6512,No,M,Black,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11729,No,F,Black,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
872,No,M,Black,39,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
7648,No,M,Black,55,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9494,No,F,Black,15,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8144,Yes,M,Black,15,Unknown,Boy/Girlfriend,Current,Charge/further charge,0,0
9520,No,M,Black,15,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6902,No,M,Black,15,S,Boy/Girlfriend,Current,Charge/further charge,1,0
2042,No,M,Black,16,Unknown,Boy/Girlfriend,Ex,Charge/further charge,0,0
10906,No,M,Black,16,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11810,No,F,Black,16,Unknown,Boy/Girlfriend,Current,Charge/further charge,0,0
11842,No,M,Black,16,Unknown,Boy/Girlfriend,Current,Charge/further charge,0,0
12301,No,F,Black,16,Unknown,Boy/Girlfriend,Ex,First time charged,0,0
2168,No,M,Black,16,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
