ID,GBH_12m,Sex,EthnicAppearance_cleaned,Age,InitialRisk,Known 1,Known 2,ProceedingsType,Crimes in pre,DV in Pre
5930,No,M,North European - White,24,S,Partner/Spouse,Ex,Charge/further charge,0,0
6260,No,F,North European - White,24,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6907,No,F,North European - White,24,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8333,No,F,North European - White,24,S,Boy/Girlfriend,Current,Summons,0,0
8333,No,F,North European - White,24,S,Boy/Girlfriend,Current,Summons,0,0
9417,Yes,F,North European - White,24,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9977,Yes,F,North European - White,24,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7414,No,M,North European - White,24,S,Boy/Girlfriend,Ex,Summons,1,0
6005,No,F,North European - White,25,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
10607,Yes,F,North European - White,25,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10929,No,M,North European - White,25,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12063,No,M,North European - White,25,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12231,No,F,North European - White,25,M,Partner/Spouse,Ex,Second time charged,0,0
527,No,M,North European - White,25,H,Boy/Girlfriend,Current,Charge/further charge,1,0
4421,No,F,North European - White,25,H,Partner/Spouse,Current,Charge/further charge,1,0
11805,No,M,North European - White,25,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
8097,No,F,North European - White,25,H,Partner/Spouse,Ex,Charge/further charge,1,1
12328,No,M,North European - White,25,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
1420,No,M,North European - White,25,H,Boy/Girlfriend,Current,Charge/further charge,2,2
1320,No,M,North European - White,25,S,Boy/Girlfriend,Current,Adult caution,0,0
3552,No,F,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5978,No,F,North European - White,25,S,Boy/Girlfriend,Current,Adult caution,0,0
6727,No,M,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7660,No,M,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7984,No,M,North European - White,25,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
9661,No,M,North European - White,25,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
10086,No,M,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10669,No,F,North European - White,25,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11118,No,F,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12236,No,M,North European - White,25,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
7180,No,M,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,1,0
3987,No,F,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,2,0
3987,No,F,North European - White,25,S,Boy/Girlfriend,Current,Charge/further charge,2,0
11255,No,M,North European - White,25,S,Boy/Girlfriend,Ex,Charge/further charge,1,1
382,No,M,North European - White,26,M,Boy/Girlfriend,Current,Charge/further charge,0,0
1514,No,M,North European - White,26,M,Boy/Girlfriend,Current,Charge/further charge,0,0
10499,No,M,North European - White,26,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11591,No,M,North European - White,26,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
12180,No,M,North European - White,26,M,Boy/Girlfriend,Ex,Adult caution,0,0
12648,No,M,North European - White,26,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12666,No,M,North European - White,26,H,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
2003,No,M,North European - White,26,H,Boy/Girlfriend,Ex,Charge/further charge,2,0
3210,No,M,North European - White,26,M,Boy/Girlfriend,Current,Charge/further charge,2,0
4055,No,M,North European - White,26,M,Boy/Girlfriend,Current,Charge/further charge,6,0
4055,No,M,North European - White,26,M,Boy/Girlfriend,Current,Charge/further charge,6,0
222,No,F,North European - White,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1947,No,M,North European - White,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5331,No,F,North European - White,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6923,No,F,North European - White,26,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
8283,No,M,North European - White,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10090,No,M,North European - White,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11192,No,F,North European - White,26,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12035,No,M,North European - White,26,S,Partner/Spouse,Current,Charge/further charge,0,0
12496,No,F,North European - White,26,S,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
795,No,M,North European - White,26,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
2202,Yes,M,North European - White,26,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
1507,No,M,North European - White,26,S,Boy/Girlfriend,Ex,Charge/further charge,1,1
1472,Yes,F,North European - White,27,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3787,No,F,North European - White,27,H,Boy/Girlfriend,Current,Charge/further charge,0,0
4472,No,M,North European - White,27,M,Boy/Girlfriend,Current,Charge/further charge,0,0
4767,No,M,North European - White,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
5679,No,M,North European - White,27,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6012,No,M,North European - White,27,H,Boy/Girlfriend,Current,Charge/further charge,0,0
6498,No,M,North European - White,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
6594,No,M,North European - White,27,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6733,No,M,North European - White,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
9503,No,M,North European - White,27,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10065,No,M,North European - White,27,H,Partner/Spouse,Current,Charge/further charge,0,0
11476,No,M,North European - White,27,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12111,No,F,North European - White,27,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12336,No,M,North European - White,27,M,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
12478,No,M,North European - White,27,M,Boy/Girlfriend,Ex,First time charged,0,0
682,No,M,North European - White,27,H,Boy/Girlfriend,Current,Charge/further charge,1,1
240,No,M,North European - White,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
987,No,M,North European - White,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
987,No,M,North European - White,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1067,No,M,North European - White,27,S,Partner/Spouse,Current,Charge/further charge,0,0
2393,No,F,North European - White,27,S,Boy/Girlfriend,Current,Adult caution,0,0
4087,No,M,North European - White,27,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
5096,Yes,F,North European - White,27,S,Partner/Spouse,Current,Charge/further charge,0,0
5549,No,F,North European - White,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6224,No,F,North European - White,27,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6579,No,F,North European - White,27,S,Boy/Girlfriend,Current,Adult caution,0,0
10745,No,M,North European - White,27,S,Partner/Spouse,Current,Charge/further charge,0,0
12526,No,M,North European - White,27,S,Boy/Girlfriend,Current,First time charged,0,0
12233,Yes,M,North European - White,27,S,Partner/Spouse,Ex,Charge/further charge,1,0
2281,No,M,North European - White,27,S,Boy/Girlfriend,Current,Postal Charge Requisition,1,1
4521,No,F,North European - White,27,S,Partner/Spouse,Current,Charge/further charge,1,1
3113,No,M,North European - White,28,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3829,No,F,North European - White,28,M,Boy/Girlfriend,Current,Charge/further charge,0,0
4321,No,M,North European - White,28,H,Boy/Girlfriend,Current,Charge/further charge,0,0
4480,No,M,North European - White,28,M,Boy/Girlfriend,Current,Charge/further charge,0,0
6254,No,M,North European - White,28,H,Boy/Girlfriend,Current,Charge/further charge,0,0
7871,No,M,North European - White,28,M,Boy/Girlfriend,Ex,Adult caution,0,0
9040,No,M,North European - White,28,H,Boy/Girlfriend,Current,Charge/further charge,0,0
9774,No,M,North European - White,28,M,Boy/Girlfriend,Current,Charge/further charge,0,0
10696,No,M,North European - White,28,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11267,No,M,North European - White,28,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11302,Yes,M,North European - White,28,H,Partner/Spouse,Current,Charge/further charge,0,0
11650,No,F,North European - White,28,M,Partner/Spouse,Current,Charge/further charge,0,0
12126,No,M,North European - White,28,H,Partner/Spouse,Current,Third and subsequent time charged,0,0
12285,No,M,North European - White,28,H,Boy/Girlfriend,Ex,Second time charged,0,0
2213,No,M,North European - White,28,M,Boy/Girlfriend,Current,Charge/further charge,1,0
10945,No,M,North European - White,28,M,Boy/Girlfriend,Current,Charge/further charge,1,0
12119,No,M,North European - White,28,H,Boy/Girlfriend,Current,Third and subsequent time charged,1,0
571,No,M,North European - White,28,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
5070,No,M,North European - White,28,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10889,No,M,North European - White,28,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11583,No,F,North European - White,28,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11730,No,M,North European - White,28,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12461,No,M,North European - White,28,S,Partner/Spouse,Ex,First time charged,0,0
11790,No,M,North European - White,28,S,Boy/Girlfriend,Current,Charge/further charge,1,0
12012,No,M,North European - White,28,S,Boy/Girlfriend,Current,Charge/further charge,1,0
10327,No,M,North European - White,28,S,Boy/Girlfriend,Ex,Charge/further charge,3,0
624,No,M,North European - White,29,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
2545,No,M,North European - White,29,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3077,No,M,North European - White,29,M,Partner/Spouse,Current,Charge/further charge,0,0
5778,No,M,North European - White,29,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8280,No,M,North European - White,29,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8698,No,F,North European - White,29,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9325,No,M,North European - White,29,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11780,No,M,North European - White,29,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11780,No,M,North European - White,29,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12318,No,M,North European - White,29,M,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
2,No,M,North European - White,29,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
7770,No,M,North European - White,29,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
7639,No,F,North European - White,29,M,Boy/Girlfriend,Current,Charge/further charge,2,0
7639,No,F,North European - White,29,M,Boy/Girlfriend,Current,Charge/further charge,2,0
2545,No,M,North European - White,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7874,No,F,North European - White,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8260,No,M,North European - White,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8433,No,M,North European - White,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
8787,No,M,North European - White,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10043,No,M,North European - White,29,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11318,No,M,North European - White,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12021,No,M,North European - White,29,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12068,No,F,North European - White,29,S,Partner/Spouse,Current,Charge/further charge,0,0
9980,No,F,North European - White,29,S,Partner/Spouse,Current,Charge/further charge,1,0
4865,No,M,North European - White,29,S,Partner/Spouse,Current,Charge/further charge,1,1
5804,No,F,North European - White,29,S,Boy/Girlfriend,Ex,Charge/further charge,1,1
865,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
1144,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3068,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3172,No,F,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3501,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
4180,Yes,M,North European - White,30,H,Partner/Spouse,Current,Charge/further charge,0,0
5199,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5235,No,M,North European - White,30,M,Partner/Spouse,Current,Charge/further charge,0,0
6022,No,F,North European - White,30,M,Boy/Girlfriend,Ex,Adult caution,0,0
6205,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
7227,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
7529,No,M,North European - White,30,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
7955,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
10140,No,M,North European - White,30,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11038,No,M,North European - White,30,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11806,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12256,No,M,North European - White,30,M,Boy/Girlfriend,Current,Charge/further charge,0,0
12401,No,M,North European - White,30,M,Boy/Girlfriend,Ex,First time charged,0,0
12564,No,M,North European - White,30,H,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
11323,No,M,North European - White,30,H,Boy/Girlfriend,Current,Charge/further charge,1,0
3210,No,M,North European - White,30,H,Boy/Girlfriend,Ex,Charge/further charge,2,0
8579,No,M,North European - White,30,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
55,No,M,North European - White,30,H,Boy/Girlfriend,Current,Charge/further charge,2,1
1921,No,F,North European - White,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
2394,No,M,North European - White,30,S,Boy/Girlfriend,Current,Summons,0,0
2394,No,M,North European - White,30,S,Boy/Girlfriend,Current,Summons,0,0
8499,No,M,North European - White,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9011,No,F,North European - White,30,Unknown,Boy/Girlfriend,Ex,Charge/further charge,0,0
9458,No,F,North European - White,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9798,No,M,North European - White,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10530,No,M,North European - White,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10797,No,M,North European - White,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11353,No,F,North European - White,30,S,Boy/Girlfriend,Current,First time charged,0,0
11448,No,F,North European - White,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11512,No,M,North European - White,30,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11570,No,F,North European - White,30,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12238,No,F,North European - White,30,S,Boy/Girlfriend,Current,First time charged,0,0
5290,No,M,North European - White,30,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
214,No,F,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
214,No,F,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3385,No,F,North European - White,31,M,Partner/Spouse,Current,Adult caution,0,0
6507,No,M,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
7714,No,M,North European - White,31,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
8304,No,M,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
8304,No,M,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9381,No,M,North European - White,31,M,Partner/Spouse,Current,Charge/further charge,0,0
9616,No,M,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
10258,No,M,North European - White,31,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10993,No,M,North European - White,31,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11030,No,F,North European - White,31,M,Partner/Spouse,Current,Charge/further charge,0,0
11163,No,M,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11356,No,M,North European - White,31,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11639,No,F,North European - White,31,M,Partner/Spouse,Current,Charge/further charge,0,0
12086,No,M,North European - White,31,M,Boy/Girlfriend,Current,First time charged,0,0
12113,No,M,North European - White,31,H,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
12323,Yes,M,North European - White,31,M,Boy/Girlfriend,Current,First time charged,0,0
12652,No,M,North European - White,31,H,Partner/Spouse,Current,First time charged,0,0
684,No,M,North European - White,31,H,Boy/Girlfriend,Current,Charge/further charge,1,0
2639,No,F,North European - White,31,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
11277,No,M,North European - White,31,M,Partner/Spouse,Current,Charge/further charge,1,0
1631,No,M,North European - White,31,H,Boy/Girlfriend,Ex,Charge/further charge,2,0
3380,No,M,North European - White,31,H,Boy/Girlfriend,Ex,Charge/further charge,1,1
1524,No,M,North European - White,31,M,Boy/Girlfriend,Current,Charge/further charge,2,2
4452,No,M,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5078,Yes,M,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
5178,No,M,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6300,No,F,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
6741,No,M,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11490,No,M,North European - White,31,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11660,No,M,North European - White,31,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
12048,No,M,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12048,No,M,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12280,No,F,North European - White,31,S,Boy/Girlfriend,Current,First time charged,0,0
12655,No,M,North European - White,31,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10502,Yes,M,North European - White,31,S,Partner/Spouse,Ex,Charge/further charge,1,0
11082,No,M,North European - White,31,S,Boy/Girlfriend,Ex,Charge/further charge,1,0
4569,Yes,M,North European - White,31,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
4569,Yes,M,North European - White,31,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
11647,No,F,North European - White,31,S,Boy/Girlfriend,Ex,Charge/further charge,1,1
141,No,M,North European - White,32,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
1017,No,F,North European - White,32,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
1425,No,F,North European - White,32,M,Partner/Spouse,Current,Charge/further charge,0,0
1664,Yes,M,North European - White,32,H,Boy/Girlfriend,Current,Charge/further charge,0,0
2486,No,M,North European - White,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
5472,No,M,North European - White,32,H,Boy/Girlfriend,Current,Charge/further charge,0,0
6468,No,F,North European - White,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
7260,No,F,North European - White,32,M,Partner/Spouse,Current,Charge/further charge,0,0
7378,No,M,North European - White,32,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
9163,No,M,North European - White,32,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11298,No,M,North European - White,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11347,No,F,North European - White,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11353,No,F,North European - White,32,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11643,No,M,North European - White,32,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11919,No,M,North European - White,32,H,Boy/Girlfriend,Current,Charge/further charge,0,0
12160,No,M,North European - White,32,M,Partner/Spouse,Current,Charge/further charge,0,0
12160,No,M,North European - White,32,M,Partner/Spouse,Current,Charge/further charge,0,0
3726,No,M,North European - White,32,H,Boy/Girlfriend,Current,Charge/further charge,1,0
12597,No,M,North European - White,32,M,Boy/Girlfriend,Ex,Third and subsequent time charged,1,0
12584,No,F,North European - White,32,M,Boy/Girlfriend,Ex,Third and subsequent time charged,1,1
984,Yes,M,North European - White,32,Unknown,Boy/Girlfriend,Ex,Charge/further charge,0,0
1053,No,M,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1189,No,M,North European - White,32,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
4652,No,M,North European - White,32,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
6331,No,M,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7830,No,F,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9603,No,M,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10166,No,F,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10199,No,F,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11503,No,M,North European - White,32,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11530,No,M,North European - White,32,S,Partner/Spouse,Ex,Charge/further charge,0,0
11530,No,M,North European - White,32,S,Partner/Spouse,Ex,Charge/further charge,0,0
11918,No,F,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12535,No,M,North European - White,32,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
846,Yes,M,North European - White,32,Unknown,Partner/Spouse,Current,Charge/further charge,1,0
9863,No,M,North European - White,32,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
9863,No,M,North European - White,32,S,Boy/Girlfriend,Ex,Charge/further charge,2,0
4418,No,M,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,1,1
4593,No,F,North European - White,32,S,Boy/Girlfriend,Current,Charge/further charge,1,1
2222,No,F,North European - White,33,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
2347,No,M,North European - White,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
3036,No,M,North European - White,33,H,Boy/Girlfriend,Current,Charge/further charge,0,0
3443,No,M,North European - White,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
4580,No,M,North European - White,33,H,Partner/Spouse,Current,Charge/further charge,0,0
8826,No,M,North European - White,33,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10140,Yes,M,North European - White,33,H,Boy/Girlfriend,Current,Charge/further charge,0,0
10237,No,F,North European - White,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
10596,No,M,North European - White,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11151,No,M,North European - White,33,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
11487,No,M,North European - White,33,H,Partner/Spouse,Current,Charge/further charge,0,0
11636,No,F,North European - White,33,H,Boy/Girlfriend,Current,Adult caution,0,0
11789,No,F,North European - White,33,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12183,No,M,North European - White,33,M,Boy/Girlfriend,Current,Charge/further charge,0,0
1464,No,F,North European - White,33,M,Boy/Girlfriend,Current,Charge/further charge,2,0
4820,No,M,North European - White,33,M,Boy/Girlfriend,Current,Adult caution,2,2
3209,No,M,North European - White,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
3471,No,M,North European - White,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
4659,Yes,M,North European - White,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
9085,Yes,M,North European - White,33,S,Partner/Spouse,Ex,Charge/further charge,0,0
9465,No,M,North European - White,33,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11080,No,M,North European - White,33,S,Boy/Girlfriend,Ex,Adult caution,0,0
11239,No,F,North European - White,33,S,Partner/Spouse,Current,Charge/further charge,0,0
6670,No,M,North European - White,33,S,Partner/Spouse,Current,Charge/further charge,1,0
438,No,M,North European - White,33,S,Boy/Girlfriend,Ex,Charge/further charge,1,1
11208,No,M,North European - White,33,S,Boy/Girlfriend,Current,Charge/further charge,1,1
11296,No,M,North European - White,33,S,Boy/Girlfriend,Ex,Charge/further charge,2,2
11296,No,M,North European - White,33,S,Boy/Girlfriend,Ex,Charge/further charge,2,2
705,Yes,M,North European - White,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
1502,No,M,North European - White,34,M,Boy/Girlfriend,Current,Charge/further charge,0,0
1502,No,M,North European - White,34,M,Boy/Girlfriend,Current,Charge/further charge,0,0
2839,No,M,North European - White,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
4059,No,M,North European - White,34,H,Boy/Girlfriend,Current,Charge/further charge,0,0
8233,No,M,North European - White,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
9287,No,M,North European - White,34,H,Partner/Spouse,Current,Charge/further charge,0,0
11459,No,M,North European - White,34,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
11529,No,M,North European - White,34,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12234,No,M,North European - White,34,M,Boy/Girlfriend,Current,Third and subsequent time charged,0,0
990,Yes,M,North European - White,34,H,Boy/Girlfriend,Ex,Charge/further charge,1,0
11897,No,M,North European - White,34,H,Partner/Spouse,Current,Charge/further charge,1,0
12559,Yes,M,North European - White,34,M,Boy/Girlfriend,Current,Charge/further charge,1,0
10953,No,M,North European - White,34,H,Boy/Girlfriend,Current,Charge/further charge,1,1
12659,No,M,North European - White,34,M,Boy/Girlfriend,Ex,Charge/further charge,1,1
110,Yes,F,North European - White,34,Unknown,Partner/Spouse,Ex,Charge/further charge,0,0
848,No,M,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
2948,No,M,North European - White,34,S,Partner/Spouse,Current,Charge/further charge,0,0
3919,No,F,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
3930,No,F,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
7156,Yes,M,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
10970,No,M,North European - White,34,S,Boy/Girlfriend,Ex,Charge/further charge,0,0
11266,No,F,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
11513,No,M,North European - White,34,S,Partner/Spouse,Current,Charge/further charge,0,0
11744,No,F,North European - White,34,S,Partner/Spouse,Current,Charge/further charge,0,0
12002,No,F,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12157,No,F,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12258,No,M,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
12310,No,F,North European - White,34,S,Boy/Girlfriend,Current,Charge/further charge,0,0
1638,No,M,North European - White,35,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
5659,No,F,North European - White,35,H,Boy/Girlfriend,Current,Charge/further charge,0,0
7720,No,M,North European - White,35,H,Boy/Girlfriend,Current,Charge/further charge,0,0
8669,No,F,North European - White,35,M,Boy/Girlfriend,Current,Summons,0,0
8967,No,M,North European - White,35,M,Boy/Girlfriend,Current,Charge/further charge,0,0
9354,No,M,North European - White,35,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
9695,No,M,North European - White,35,H,Partner/Spouse,Current,Charge/further charge,0,0
10712,No,M,North European - White,35,M,Boy/Girlfriend,Ex,First time charged,0,0
10807,Yes,M,North European - White,35,H,Boy/Girlfriend,Ex,Charge/further charge,0,0
10982,No,F,North European - White,35,M,Boy/Girlfriend,Current,Charge/further charge,0,0
11155,No,M,North European - White,35,H,Boy/Girlfriend,Current,Charge/further charge,0,0
11801,No,M,North European - White,35,M,Boy/Girlfriend,Ex,Charge/further charge,0,0
12562,No,M,North European - White,35,M,Boy/Girlfriend,Ex,Third and subsequent time charged,0,0
12658,No,F,North European - White,35,M,Boy/Girlfriend,Current,First time charged,0,0
1165,No,M,North European - White,35,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
2204,No,M,North European - White,35,M,Boy/Girlfriend,Ex,Charge/further charge,1,0
